"ProbeID","SampleVar","LogVarRatio","DiffLevene","t","P.Value","Adj.P.Value","Bonferroni","chr","pos","strand","Type","UCSC_RefGene_Name","DMR","Enhancer","DHS","DMR_Overlap","DMB_Overlap"
"cg15963714",0.00624046008565181,0.0295543947827135,0.000529074966909931,4.5736205485038,1.46069123773275e-05,0.00664640626084381,1,"chr11",2017819,"+","I","H19","",NA,NA,"",""
"cg24776480",0.0249955005994662,0.0212964524328616,0.0015841733758549,4.57229913995298,1.46824350842095e-05,0.00667331422558992,1,"chr1",2066446,"+","II","PRKCZ","",NA,NA,"",""
"cg26634121",0.029161913989831,0.0242339475985531,0.00173758256993605,4.5705976732676,1.47802365724229e-05,0.00670363799590096,1,"chr16",88897219,"+","I","GALNS","",TRUE,NA,"",""
"cg15155051",0.0161643453833741,0.0295592683693997,0.00113518279357486,4.57053946935452,1.47835933119457e-05,0.00670363799590096,1,"chr6",28963716,"-","II","ZNF311","",NA,NA,"",""
"cg01018437",0.031358523427963,0.0279524812227029,0.00214188472777301,4.57028052879788,1.47985358996637e-05,0.00670363799590096,1,"chr12",50345765,"-","II","AQP2","",NA,NA,"",""
"cg16848929",0.0853474908003384,0.029399093966234,0.00590165551788992,4.56899901994594,1.48727030881141e-05,0.00672974942034074,1,"chr10",98354490,"-","II","PIK3AP1","",NA,NA,"",""
"cg05254095",0.0312103530932779,0.0271441102120962,0.00204139184296322,4.56751680362671,1.49589352905341e-05,0.00676125612281067,1,"chr16",85009336,"-","I","ZDHHC7","",NA,NA,"",""
"cg16306444",0.132169374247883,0.029549723424026,0.00829412783966837,4.56707305540505,1.49848456803852e-05,0.00676545846976249,1,"chr17",80846199,"-","II","TBCD","",NA,NA,"",""
"cg17376030",0.31389433632422,0.0280289932411287,0.0210062130000395,4.56548395758021,1.50779899011531e-05,0.00679997307346124,1,"chr22",41985996,"-","I","PMM1","",NA,NA,"",""
"cg14204039",0.0517467109014371,0.0263109680523778,0.00309988944517807,4.56509895163353,1.51006410951349e-05,0.00680265506661929,1,"chr10",73579574,"+","II","PSAP","",NA,NA,"",""
"cg06940605",0.0659151041900654,0.0357565063889926,0.00570128608052811,4.56446899814482,1.51377744762868e-05,0.00681184797292541,1,"chr1",31715028,"-","II","","",NA,NA,"",""
"cg12734526",0.0322524882689892,0.0322851447077631,0.00264260418795741,4.56123013797692,1.53300936908666e-05,0.00688570222245769,1,"chr7",1986533,"+","I","MAD1L1","",NA,NA,"",""
"cg23517251",0.0808811647090855,0.0397072504632265,0.00909130126436001,4.56113606208813,1.53357150084818e-05,0.00688570222245769,1,"chr11",44587077,"-","I","CD82","",TRUE,NA,"",""
"cg25631352",0.127948631350295,0.0308277574864271,0.00975175369042816,4.56071834237954,1.53606991396211e-05,0.00688932431532866,1,"chr2",70995527,"+","I","ADD2","",NA,NA,"",""
"cg14355794",0.059658553506023,0.0217495846260066,0.00351381940928828,4.55811894822545,1.55170590693101e-05,0.00695179609729914,1,"chr9",137621048,"+","I","COL5A1","",NA,NA,"",""
"cg19261559",0.505197915703657,0.0290894610055366,0.038921358186114,4.55716264826919,1.55749698077092e-05,0.00697007283457288,1,"chr20",49575107,"-","I","MOCS3","",NA,TRUE,"",""
"cg19261559",0.505197915703657,0.0290894610055366,0.038921358186114,4.55716264826919,1.55749698077092e-05,0.00697007283457288,1,"chr20",49575107,"-","I","DPM1","",NA,TRUE,"",""
"cg21047429",0.0257079677048539,0.0364575614175567,0.00256315178285625,4.55675121696747,1.57066877974812e-05,0.00702130323307797,1,"chr19",55993241,"+","I","ZNF628","",NA,NA,"",""
"cg09447207",0.0546953995561031,0.0235823126593261,0.00347490022964169,4.55136641850322,1.59304773597611e-05,0.00711353457287992,1,"chr4",189203391,"-","I","","",TRUE,NA,"",""
"cg19477926",0.0652690305675859,0.0253618043983702,0.00428813504200093,4.55087178801622,1.59611764553796e-05,0.00711943643030146,1,"chr17",2233494,"+","I","SNORD91B","",NA,NA,"",""
"cg19477926",0.0652690305675859,0.0253618043983702,0.00428813504200093,4.55087178801622,1.59611764553796e-05,0.00711943643030146,1,"chr17",2233494,"+","I","TSR1","",NA,NA,"",""
"cg18458558",0.0807804785710038,0.0224237362854252,0.00467765483193562,4.5499519421028,1.60184188134349e-05,0.00712832604535192,1,"chr19",2946365,"-","II","ZNF77","",NA,NA,"",""
"cg24948962",0.0697155620392207,0.0278736492659479,0.00466108444502617,4.54973728628386,1.60318055055284e-05,0.00712832604535192,1,"chr18",2906032,"-","II","EMILIN2","",NA,TRUE,"",""
"cg11303605",0.0671435915531526,0.0238457238453259,0.00408891678697481,4.54970823508271,1.60336180726949e-05,0.00712832604535192,1,"chr5",54409072,"+","II","CDC20B","",NA,NA,"",""
"cg07447769",0.0222215394915395,0.0318502259578224,0.00152872322020333,4.5493604728293,1.60553311218136e-05,0.00713019531229934,1,"chr13",24723265,"+","II","","",TRUE,TRUE,"",""
"cg02818775",0.00794742833259344,0.0259951276285347,0.0005218025985579,4.54900891636712,1.60773100068315e-05,0.00713217843626585,1,"chr10",105362057,"-","I","SH3PXD2A","",NA,NA,"",""
"cg21177463",0.023810256306756,0.0292731051246545,0.00173974894130911,4.54694275665176,1.62070737893901e-05,0.0071819204973504,1,"chr3",48732781,"+","I","IP6K2","",TRUE,TRUE,"",""
"cg09121516",0.0592101557348827,0.0258294434129958,0.00407547342522413,4.54612091598856,1.62589703609577e-05,0.00719708624865955,1,"chr16",4313398,"+","II","TFAP4","",NA,TRUE,"",""
"cg02254461",0.0684234749483342,0.0315123363173062,0.00530797578835007,4.54338025062221,1.64332000403666e-05,0.00726631141980342,1,"chr3",39195904,"+","II","CSRNP1","",NA,NA,"",""
"cg16460446",0.0386011677220989,0.0369168382115441,0.0043985042513568,4.54968991780257,1.66607295095734e-05,0.00735892857506309,1,"chr17",46507690,"-","I","SKAP1","",TRUE,NA,"",""
"cg27019731",0.0825473249867704,0.032187213298073,0.00537319676496256,4.53853804190877,1.67454571637777e-05,0.00738833880913758,1,"chr10",134800662,"+","II","","",NA,NA,"",""
"cg15982735",0.146704168648058,0.0289354880163061,0.0113208344995948,4.53541424821107,1.69499397068074e-05,0.00747046579668825,1,"chr14",92299189,"+","II","TC2N","",NA,NA,"",""
"cg07041999",0.128914535275354,0.0275716925439393,0.00920538380164368,4.53508614011549,1.69715573137077e-05,0.00747190699674772,1,"chr8",2178272,"+","I","","",NA,NA,"",""
"cg11409350",0.0255364409566637,0.0230769487948715,0.00154455364286556,4.53095202270151,1.72462334428143e-05,0.00757583478745818,1,"chr17",73126499,"+","I","NT5C","",NA,NA,"",""
"cg12659653",0.0590266079937509,0.0258291894163897,0.00407665950876609,4.53094452977993,1.72467351675978e-05,0.00757583478745818,1,"chr17",60217995,"+","II","","",NA,NA,"",""
"cg19287501",0.0330978439837242,0.0302477192301051,0.00224904614262049,4.53069539040862,1.72634255459573e-05,0.00757583478745818,1,"chr22",40084724,"-","II","CACNA1I","",NA,NA,"",""
"cg21872942",0.0629379231096199,0.0308325813321225,0.00485316298313407,4.53008670513855,1.73042684601614e-05,0.00758558406026329,1,"chr22",42295667,"-","II","MIR33A","",NA,NA,"",""
"cg21872942",0.0629379231096199,0.0308325813321225,0.00485316298313407,4.53008670513855,1.73042684601614e-05,0.00758558406026329,1,"chr22",42295667,"-","II","SREBF2","",NA,NA,"",""
"cg08070028",0.164116824582887,0.0311445357287534,0.0123687641615597,4.52850848088464,1.74106037995199e-05,0.00762399107733365,1,"chr11",119234956,"+","I","USP2","",NA,TRUE,"",""
"cg26995915",0.128293848214096,0.0260554487830066,0.00746733073597713,4.52658822699366,1.75408370682391e-05,0.00767276909614044,1,"chr10",134823976,"-","II","","",NA,TRUE,"",""
"cg08197531",0.174905843438447,0.0258052238191178,0.0115935818038063,4.52556879302416,1.76103586124822e-05,0.0076941767473226,1,"chr12",12878211,"+","I","APOLD1","",NA,NA,"",""
"cg00775075",0.200121490957008,0.028377592413459,0.0168661442310073,4.52513628988545,1.76399342020186e-05,0.0076941767473226,1,"chr16",11891054,"-","I","","",NA,NA,"",""
"cg26875219",0.200030178845842,0.0300106303957188,0.0158079267011506,4.52504098693857,1.76464577044043e-05,0.0076941767473226,1,"chr4",5712592,"-","I","EVC2","DMR",NA,NA,"",""
"cg26875219",0.200030178845842,0.0300106303957188,0.0158079267011506,4.52504098693857,1.76464577044043e-05,0.0076941767473226,1,"chr4",5712592,"-","I","EVC","DMR",NA,NA,"",""
"cg05564438",0.0357567797555306,0.022590802735807,0.00208352925426164,4.52394102972271,1.77219191609734e-05,0.00770572520443914,1,"chr11",64120286,"-","II","CCDC88B","",NA,NA,"",""
"cg15280188",0.0551086958286331,0.0250810389460927,0.00356475871726954,4.52382773673548,1.77297092300615e-05,0.00770572520443914,1,"chr17",79934854,"+","I","ASPSCR1","",NA,NA,"",""
"cg04364311",0.0891265677404409,0.028824652749945,0.00553359588391601,4.52311394581474,1.7778866042108e-05,0.00771839745931738,1,"chr3",101231003,"+","II","SENP7","",NA,NA,"",""
"cg18543130",0.170227063529462,0.0410119229488969,0.0183270909071539,4.52285441387194,1.779677197114e-05,0.00771839745931738,1,"chr10",116701397,"+","II","TRUB1","",NA,NA,"",""
"cg02153286",0.0655149168861801,0.0296377299290285,0.00473573993969127,4.52222172252219,1.78404965180274e-05,0.00772356671690981,1,"chr6",436928,"-","II","","",NA,NA,"",""
"cg09497391",0.231915425468034,0.0361031303465094,0.020904560725663,4.52159509287614,1.78839046220234e-05,0.00772356671690981,1,"chr7",65733966,"+","II","TPST1","",TRUE,NA,"",""
"cg14580081",0.0618188596695116,0.0292417418237552,0.00435650230411735,4.52154942705945,1.78870719931708e-05,0.00772356671690981,1,"chr19",45873861,"+","I","ERCC2","",NA,NA,"",""
"cg02777447",0.112160224714618,0.0405757803345488,0.0110339885077529,4.52142984769429,1.7895368564479e-05,0.00772356671690981,1,"chr6",47452990,"+","II","CD2AP","",TRUE,NA,"",""
"cg09003973",0.0900985268857599,0.024806760208221,0.0058246802951357,4.5213124268461,1.79035189992237e-05,0.00772356671690981,1,"chr2",102972529,"-","I","","",NA,TRUE,"",""
"cg22164287",0.1974974452646,0.0274361925262071,0.014512362690325,4.52049702575329,1.79602169323142e-05,0.00773982719971699,1,"chr1",178995540,"+","I","FAM20B","",NA,NA,"",""
"cg15192143",0.033918992768245,0.0334729782636289,0.00267255427737136,4.51990423205694,1.8001545178051e-05,0.00774943684974065,1,"chr17",77787315,"-","I","","",NA,NA,"",""
"cg10125625",0.189920688785338,0.0290283153609359,0.014345292104522,4.51859487307931,1.8093157171679e-05,0.00778064986246223,1,"chr16",88878482,"+","I","APRT","",NA,NA,"",""
"cg18718844",0.107180952782182,0.0270470955817992,0.00647522240396641,4.51762459748508,1.81613353972131e-05,0.0078017303676123,1,"chr8",27632591,"+","I","ESCO2","",NA,NA,"",""
"cg05099493",0.0453402945589897,0.0287676504655904,0.0030538582788584,4.51546675116574,1.83138529870717e-05,0.007858958697901,1,"chr2",239009232,"+","I","ESPNL","",NA,NA,"",""
"cg08480854",0.213301937344331,0.0300357246091341,0.0171946674734846,4.51377607727696,1.84342159184125e-05,0.00790228265771603,1,"chr16",1498490,"+","I","CLCN7","",NA,NA,"",""
"cg13119182",0.0781255028561905,0.0267862276267413,0.00510813090295134,4.51173091926882,1.8580838696405e-05,0.00795676060101228,1,"chr4",87770782,"+","II","SLC10A6","",NA,NA,"",""
"cg11382198",0.205881245100562,0.0279231366831816,0.0131383031318804,4.5087641141381,1.87955444558349e-05,0.00804024823501961,1,"chr3",32612441,"-","I","DYNC1LI1","",NA,NA,"",""
"cg05139301",0.0911206294522529,0.0319925697617542,0.00755996804610066,4.50753523109032,1.88851793205499e-05,0.0080701147027073,1,"chr9",2718738,"+","II","KCNV2","",NA,NA,"",""
"cg06187843",0.147136199204136,0.0270487581608409,0.0116791863448663,4.50629647817828,1.89759526462089e-05,0.00810040454045573,1,"chr1",47973794,"+","I","","",NA,NA,"",""
"cg01839603",0.236857470152159,0.0347162055334732,0.0234528705829596,4.50553145221257,1.90322229274918e-05,0.00811591779813055,1,"chr7",2801424,"+","II","GNA12","",NA,NA,"",""
"cg12763105",0.0662544672545602,0.0256185494215133,0.00506465828241585,4.49982466278784,1.94571008824477e-05,0.00828841968668295,1,"chr1",231374072,"-","II","C1orf131","",NA,NA,"",""
"cg15702825",0.266915002214828,0.034626662508942,0.0208431113521698,4.49903985639021,1.95162437485588e-05,0.00830492645810538,1,"chr17",27717781,"+","I","TAOK1","",NA,NA,"",""
"cg04516757",0.123028479835526,0.0267726712584798,0.00837761321625625,4.49851551342136,1.95558550175726e-05,0.00831309598456291,1,"chr7",75599274,"-","I","POR","",NA,NA,"",""
"cg23523659",0.110757903626262,0.0268007440326415,0.00796474005979315,4.49750018938728,1.96327784866239e-05,0.00833709316336935,1,"chr10",2125911,"-","I","","",NA,NA,"",""
"cg26247309",0.0663852800303619,0.0280998152321631,0.00401067505513967,4.49681048249677,1.96851992686384e-05,0.00835064607849954,1,"chr5",149501835,"-","II","PDGFRB","",NA,TRUE,"",""
"cg26872742",0.125014176317358,0.0315980649791335,0.00917089883906547,4.49626341484379,1.97268751083413e-05,0.00835961742559419,1,"chr5",16792048,"-","II","MYO10","",TRUE,NA,"",""
"cg09554596",0.0461718432717724,0.0253311147763977,0.00315213313403029,4.49579614669101,1.97625393670431e-05,0.0083617098812169,1,"chr19",1004620,"-","II","GRIN3B","",NA,NA,"",""
"cg19477706",0.0283565164756005,0.0280958768733314,0.00164140489505879,4.49566084367965,1.97728780147674e-05,0.0083617098812169,1,"chr5",2686914,"+","II","","",NA,NA,"",""
"cg15133824",0.109510156806029,0.0255419796082315,0.00753407930671193,4.49450136384947,1.98616899070907e-05,0.00839055441852024,1,"chr2",97523823,"+","I","ANKRD39","",NA,NA,"",""
"cg27425413",0.0213951757558201,0.0310177757796119,0.00157313269382824,4.49221728012059,2.00377725260682e-05,0.00845616841584304,1,"chr6",4974439,"+","II","","",TRUE,NA,"",""
"cg09774649",0.0593724032421697,0.0284697788747557,0.00381402639604894,4.49003869658273,2.02071284867436e-05,0.00851881077854033,1,"chr4",8476536,"-","II","C4orf23","",NA,NA,"",""
"cg11071231",0.139689754093461,0.0269890158923498,0.00940238326373798,4.48950444749814,2.02488701881614e-05,0.00852758029399899,1,"chr8",57069907,"-","I","","",NA,NA,"",""
"cg20469261",0.164776326458709,0.034807395974043,0.0153074453907198,4.48746743367605,2.04087918094153e-05,0.00857718966486902,1,"chr19",50361793,"+","I","PTOV1","",NA,TRUE,"",""
"cg08064245",0.127481287615302,0.0281547127442001,0.00985625721647688,4.48559913168425,2.05565418233761e-05,0.0086303779883438,1,"chr12",48571096,"-","II","","",TRUE,NA,"",""
"cg05712126",0.110317683844053,0.0312288252619208,0.00826022482807512,4.48308391446752,2.07570863568377e-05,0.00870559897532948,1,"chr22",29601860,"-","I","EMID1","",NA,NA,"",""
"cg13602343",0.0669222854296039,0.0256204209765676,0.00428904165742726,4.48184295307695,2.08567271287572e-05,0.00873745420091641,1,"chr17",39042440,"-","II","KRT20","",NA,NA,"",""
"cg26246411",0.148830246704695,0.0269999070636544,0.0102073195960641,4.48143791918841,2.08893486173246e-05,0.00873745420091641,1,"chr19",1753483,"-","I","ONECUT3","",NA,NA,"",""
"cg25644015",0.0691387694888284,0.0347302574185931,0.00615835310836794,4.4813379753921,2.08974056926797e-05,0.00873745420091641,1,"chr6",31848099,"+","II","EHMT2","CDMR",NA,NA,"",""
"cg25644015",0.0691387694888284,0.0347302574185931,0.00615835310836794,4.4813379753921,2.08974056926797e-05,0.00873745420091641,1,"chr6",31848099,"+","II","SLC44A4","CDMR",NA,NA,"",""
"cg09896211",0.0951331555338334,0.0262889584764287,0.00615413101564216,4.4807974469748,2.09410330761436e-05,0.0087467151291916,1,"chr1",108232421,"-","I","VAV3","",NA,NA,"",""
"cg26764244",0.0755922854745338,0.0287155816766993,0.00546075986722479,4.4800258718511,2.10034614565652e-05,0.0087632334721662,1,"chr1",68299511,"+","II","GNG12","",NA,NA,"",""
"cg00704626",0.00760098096435833,0.0308158482884897,0.000583462313830855,4.47977722689836,2.10236177160609e-05,0.0087632334721662,1,"chr19",21933450,"-","I","ZNF100","",NA,NA,"",""
"cg00704626",0.00760098096435833,0.0308158482884897,0.000583462313830855,4.47977722689836,2.10236177160609e-05,0.0087632334721662,1,"chr19",21933450,"-","I","LOC641367","",NA,NA,"",""
"cg12447937",0.0990757857120173,0.0314119088229719,0.00725314818367808,4.47921382610091,2.10693587186195e-05,0.00877331974839401,1,"chr15",23087666,"+","I","NIPA1","",NA,NA,"",""
"cg23647616",0.0345283511823858,0.0284839833504081,0.00244884484081212,4.47501266729421,2.14134872435834e-05,0.00890750761855376,1,"chr6",169238245,"-","II","","",NA,NA,"",""
"cg25793027",0.104141495754378,0.024533708938624,0.00716533569552824,4.47442208885266,2.14622967941546e-05,0.00891870123341665,1,"chr15",55488809,"-","I","RSL24D1","",NA,NA,"",""
"cg04557294",0.0288169375912829,0.0264468703083641,0.00172086140952002,4.47185567572847,2.16756556862998e-05,0.00899818113898513,1,"chr14",70119254,"-","II","KIAA0247","",TRUE,NA,"",""
"cg24011441",0.0382016195964909,0.0259897037399219,0.00269426386796645,4.47078904263298,2.17649323586876e-05,0.00901714787702305,1,"chr19",15947948,"+","II","","",NA,TRUE,"",""
"cg03656863",0.0741760201665412,0.0292469085449448,0.00521615965642208,4.47078074073854,2.17656286157672e-05,0.00901714787702305,1,"chr8",67467992,"+","II","","",TRUE,NA,"",""
"cg07530759",0.187962248094931,0.0321437797469811,0.0165123276720816,4.46964951137303,2.1860703398377e-05,0.00904733202505939,1,"chr7",141541627,"+","II","PRSS37","",NA,NA,"",""
"cg07509935",0.349126814692305,0.0271050871990317,0.0265149932168552,4.46933000259988,2.1887629333301e-05,0.00904927924601304,1,"chr14",24780167,"+","I","LTB4R2","",TRUE,TRUE,"Yes",""
"cg07509935",0.349126814692305,0.0271050871990317,0.0265149932168552,4.46933000259988,2.1887629333301e-05,0.00904927924601304,1,"chr14",24780167,"+","I","CIDEB","",TRUE,TRUE,"Yes",""
"cg07509935",0.349126814692305,0.0271050871990317,0.0265149932168552,4.46933000259988,2.1887629333301e-05,0.00904927924601304,1,"chr14",24780167,"+","I","LTB4R","",TRUE,TRUE,"",""
"cg08625380",0.145785537124107,0.0302359865993535,0.0123234437903447,4.46887668877711,2.19258864414457e-05,0.00905590255608597,1,"chr6",41605994,"-","I","MDFI","DMR",NA,TRUE,"",""
"cg05322822",0.16154264445171,0.0376775209397077,0.0116852899264078,4.4669865062142,2.20861051455196e-05,0.00911283439267127,1,"chr2",99060584,"+","II","INPP4A","",NA,NA,"",""
"cg02337583",0.0756496540491678,0.0348092632551078,0.00677560671192408,4.46513524213135,2.22441219591424e-05,0.00916874339146064,1,"chr1",203763498,"+","II","ZC3H11A","",NA,NA,"",""
"cg11646505",0.0254421294084098,0.0259797588597189,0.00152290302888779,4.4633102993445,2.24009616923971e-05,0.00922140033407472,1,"chr6",170764630,"+","II","","",NA,NA,"",""
"cg01739965",0.0341683705212047,0.025181630391135,0.00219327702262998,4.46303210191191,2.242496433455e-05,0.00922140033407472,1,"chr2",64246297,"+","II","VPS54","",NA,TRUE,"",""
"cg11069824",0.0256494935003994,0.0233344273701139,0.00149338244282591,4.46273187741507,2.24508953502799e-05,0.00922140033407472,1,"chr1",6205325,"-","II","CHD5","",NA,NA,"",""
"cg15787544",0.0411998914915278,0.0258625124080153,0.00309911717811421,4.46259824950505,2.24624463926818e-05,0.00922140033407472,1,"chr7",151489862,"-","II","PRKAG2","",NA,NA,"",""
"cg11588710",0.0274542064284157,0.02519430153648,0.00184867187744027,4.46081057885168,2.26175296221831e-05,0.00927571538858757,1,"chr3",191670637,"-","I","","",NA,NA,"",""
"cg07656391",0.0455867696825171,0.0262692753791861,0.00309351504858711,4.46024160249148,2.26671060137892e-05,0.00928669509070577,1,"chr2",32264720,"+","II","DPY30","",NA,NA,"",""
"cg15673187",0.124563280834853,0.0255519350468239,0.00864474020902851,4.45795851265864,2.28670962350388e-05,0.00935921521392305,1,"chr6",56407725,"+","I","DST","",NA,TRUE,"",""
"cg02796638",0.115887524508113,0.0292905214263196,0.00813284898526349,4.45731140013386,2.29240904696986e-05,0.00937015064079956,1,"chr7",155142689,"+","II","","",NA,NA,"",""
"cg06896857",0.230186807605073,0.0278774044024237,0.0177023964413608,4.45713294309237,2.29398321605073e-05,0.00937015064079956,1,"chr19",49375797,"-","I","PPP1R15A","",NA,NA,"",""
"cg06728674",0.0628203069868957,0.0239540873880931,0.00417400377588606,4.45685610070127,2.29642731022744e-05,0.00937073501246827,1,"chr13",60738155,"+","II","DIAPH3","",NA,NA,"",""
"cg10970798",0.0491565975448212,0.0326804116661612,0.00389175526416739,4.45549618917981,2.30846984663281e-05,0.00941044613426018,1,"chr1",19665505,"+","II","CAPZB","",TRUE,NA,"",""
"cg15419911",0.0565086745485995,0.0285545681819889,0.00391552458874097,4.45477952140503,2.3148407542801e-05,0.00942698063613783,1,"chr14",101292872,"+","I","MEG3","RDMR",NA,TRUE,"",""
"cg14783184",0.0871494231652273,0.0241354832026113,0.00509440709870146,4.45398572471374,2.32191714811617e-05,0.00944635226089887,1,"chr6",33325772,"+","I","","",NA,NA,"",""
"cg13303461",0.0968011397046644,0.0287734548521419,0.00661667635051859,4.45064060340004,2.35196804042389e-05,0.00955906004740784,1,"chr11",57335730,"-","I","UBE2L6","",NA,NA,"",""
"cg04319097",0.182088757960621,0.0266787869199945,0.0129254008493594,4.44841193857173,2.37219755255938e-05,0.00963166603690761,1,"chr18",5293279,"-","II","ZFP161","",NA,NA,"",""
"cg20894110",0.106061875639022,0.0264009873213809,0.00789213612591142,4.44540587046537,2.39975010783726e-05,0.00973383101260711,1,"chr13",23949701,"-","I","SACS","",NA,NA,"",""
"cg19540797",0.191263439277408,0.0238924924605641,0.0126538161372625,4.44278311254492,2.42404182398687e-05,0.00982257926808196,1,"chr2",3607301,"+","I","RNASEH1","",NA,NA,"",""
"cg02751808",0.0448862173970055,0.0280629319583891,0.00285056674767207,4.44134262422627,2.43748441022964e-05,0.00984892828033714,1,"chr2",71125521,"-","I","","CDMR",TRUE,NA,"",""
"cg12975324",0.121666981987656,0.0315162848743768,0.00957072804261388,4.44133549813854,2.43755108937758e-05,0.00984892828033714,1,"chr6",31746814,"+","I","VARS","",NA,NA,"",""
"cg25708790",0.082030479796922,0.0263914240618066,0.00518405768630405,4.44130893490964,2.43779965833004e-05,0.00984892828033714,1,"chr12",132549361,"+","I","EP400","",NA,NA,"",""
"cg15939347",0.212135420782873,0.0240178958742034,0.0129514803150138,4.44046327074928,2.44572589013138e-05,0.00986173282481492,1,"chr8",143484400,"+","I","TSNARE1","",NA,NA,"",""
"cg06273763",0.0267579679990868,0.0301756159839686,0.00179845134920785,4.44045407438,2.44581222250782e-05,0.00986173282481492,1,"chr15",59664907,"-","I","MYO1E","",NA,NA,"",""
"cg08584628",0.199769357324969,0.0248046217285244,0.0113993685169008,4.44003734794623,2.44972740008723e-05,0.00986774912105761,1,"chr5",178286875,"+","I","ZNF354B","",NA,NA,"",""
"cg02716749",0.200721247748435,0.02722618185662,0.013975963947126,4.43939882586925,2.45573811795964e-05,0.00988218623415021,1,"chr3",187871801,"-","I","LPP","",NA,NA,"",""
"cg08513253",0.0968704536256753,0.0266408511043706,0.00569221318549222,4.43674796863559,2.48084468703084e-05,0.00997336299300223,1,"chr6",107955362,"+","II","SOBP","",NA,TRUE,"",""
"cg09064252",0.0264860269366442,0.0263880275132245,0.00164438554567805,4.43597825703549,2.48818106192052e-05,0.00999299155658356,1,"chr2",71693090,"+","II","DYSF","",TRUE,TRUE,"",""
"cg14768519",0.130630690727756,0.0265817339248551,0.00853895339247339,4.43502122819446,2.4973320622002e-05,0.0100132075175382,1,"chr17",79870056,"-","I","PCYT2","",NA,NA,"",""
"cg14768519",0.130630690727756,0.0265817339248551,0.00853895339247339,4.43502122819446,2.4973320622002e-05,0.0100132075175382,1,"chr17",79870056,"-","I","SIRT7","",NA,NA,"",""
"cg10479243",0.0182807400311613,0.0280193207501994,0.00117215517639686,4.43493770214525,2.49813227003638e-05,0.0100132075175382,1,"chr17",2599823,"+","I","KIAA0664","",NA,NA,"",""
"cg23026543",0.13274069219127,0.0266986967513663,0.00959018331375106,4.43375104612287,2.50952763698711e-05,0.010044582580277,1,"chr7",70203221,"-","II","AUTS2","",TRUE,NA,"",""
"cg26004639",0.0593790126777588,0.0273492580864332,0.00385674745181218,4.43343947616738,2.51252793511505e-05,0.010044582580277,1,"chr4",8389845,"+","II","ACOX3","",NA,NA,"",""
"cg23581489",0.0526594498399112,0.0272424700961472,0.00348465295174016,4.43291219985097,2.51761330026797e-05,0.010044582580277,1,"chr6",33164210,"+","I","RXRB","",NA,NA,"",""
"cg05235884",0.0172499861015718,0.0261746952572892,0.00105379318284855,4.43276357547086,2.51904851776842e-05,0.010044582580277,1,"chr6",30131806,"-","I","TRIM15","",TRUE,NA,"",""
"cg05695927",0.296340518535328,0.020173113858855,0.0164881516955222,4.43247698049325,2.52181830513318e-05,0.010044582580277,1,"chr15",45694626,"-","II","SPATA5L1","",NA,NA,"",""
"cg18927181",0.199652126396639,0.0252518334122251,0.0135627264256113,4.43235919016622,2.52295753882827e-05,0.010044582580277,1,"chr12",29787945,"+","II","TMTC1","",TRUE,NA,"",""
"cg06219103",0.0831669937939837,0.0288218056939427,0.00574284573290713,4.4323315117287,2.52322530875413e-05,0.010044582580277,1,"chr11",63990595,"+","I","FERMT3","",NA,NA,"",""
"cg01022087",0.0796152621541782,0.0308608030542023,0.00532546085475176,4.43191853515014,2.52722383741418e-05,0.0100506754176991,1,"chr7",38726323,"-","I","FAM183B","",NA,NA,"",""
"cg06789500",0.0420365629281512,0.0273869613602664,0.00282637722065315,4.43015588905344,2.54435910187747e-05,0.010108949707392,1,"chr7",2109450,"+","II","MAD1L1","",NA,TRUE,"",""
"cg21400549",0.251321919857319,0.0236545461677991,0.0148386452247154,4.42856694585693,2.55990191347438e-05,0.0101607896212985,1,"chr1",212588848,"+","II","TMEM206","",NA,NA,"",""
"cg05612656",0.118987612027074,0.025456497231485,0.00746314032806163,4.42719104591043,2.5734348474201e-05,0.0102045587215016,1,"chr17",79008895,"-","I","BAIAP2","",NA,NA,"",""
"cg05612656",0.118987612027074,0.025456497231485,0.00746314032806163,4.42719104591043,2.5734348474201e-05,0.0102045587215016,1,"chr17",79008895,"-","I","FLJ90757","",NA,NA,"",""
"cg27390701",0.0540452307454927,0.0311967987139221,0.0038128106671184,4.42490782106325,2.59604461947125e-05,0.0102778200711849,1,"chr11",63936088,"-","II","","",NA,NA,"",""
"cg11177333",0.026795192052533,0.0282106402102865,0.00171459325266156,4.42481601013809,2.59695778500919e-05,0.0102778200711849,1,"chr3",195857752,"-","II","","",NA,NA,"",""
"cg05279137",0.0714226232374778,0.0276214669107916,0.00440503100848197,4.42366269506344,2.60845530155244e-05,0.0103133004413545,1,"chr11",968423,"-","I","AP2A2","",NA,NA,"",""
"cg00927435",0.00776055108838474,0.0293400458653027,0.000548840879129595,4.42193278916485,2.62579316645509e-05,0.0103642459870486,1,"chr8",144872683,"-","I","","",NA,NA,"",""
"cg03152500",0.00890227132463673,0.0320897316021398,0.000697773240781668,4.42186940831321,2.62643050641614e-05,0.0103642459870486,1,"chr20",33762673,"-","I","PROCR","",NA,TRUE,"",""
"cg08759899",0.0851666520946065,0.032448838827114,0.0069272615994765,4.42096747163036,2.6355163392065e-05,0.0103900320377037,1,"chr5",101831271,"+","II","SLCO6A1","",NA,NA,"",""
