"chr","start","end","width","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea","gene_id","gene_symbol","gene_start","gene_end","gene_width","DMB_Overlap"
"chr12",122666660,122666672,12,-0.00926371541794791,0.0185274308358958,36598,276826,276827,2,7,0.131077559304591,1,0.220757440766874,1,"254050","LRRC43",122652266,122688018,35753,"No"
"chr19",56165495,56165797,302,-0.00915325153607477,0.0183065030721495,71950,385852,385853,2,16,0.137695279931012,1,0.224404095459072,1,"11338","U2AF2",56165416,56186082,20667,"No"
"chr12",130821962,130822286,324,-0.0091530726400166,0.0183061452800332,37246,278601,278602,2,18,0.137703855810873,1,0.224407906961232,1,NA,NA,NA,NA,NA,"No"
"chr11",2212133,2212225,92,-0.00912918559875409,0.0182583711975082,22271,236409,236410,2,9,0.139150320880838,1,0.225214039668209,1,NA,NA,NA,NA,NA,"No"
"chr2",219866424,219866437,13,0.00911558122592759,0.0182311624518552,82290,65283,65284,2,14,0.14004888251521,1,0.225708582073552,1,"494324","MIR375",219866367,219866430,64,"No"
"chr19",3178413,3178512,99,-0.00911296411129964,0.0182259282225993,66898,367841,367842,2,13,0.140209918481498,1,0.225799105249868,1,NA,NA,NA,NA,NA,"No"
"chr5",132947501,132947725,224,0.00907494784034576,0.0181498956806915,110393,122219,122220,2,16,0.142653091366471,1,0.227216031178088,1,"23105","FSTL4",132532152,132948223,416072,"No"
"chr11",64014589,64014598,9,-0.00905753423767324,0.0181150684753465,25616,246282,246283,2,9,0.143816552401008,1,0.227876373927419,1,NA,NA,NA,NA,NA,"No"
"chr3",196229583,196229769,186,0.00903735121855984,0.0180747024371197,98938,92272,92273,2,12,0.145164871290336,1,0.228609135217804,1,"165918","RNF168",196195657,196230639,34983,"No"
"chr1",155023650,155023903,253,-0.00903413369675785,0.0180682673935157,9079,27179,27180,2,12,0.145386891291194,1,0.228741584917886,1,"100505666","DCST1-AS1",155017668,155036467,18800,"No"
"chr1",155023650,155023903,253,-0.00903413369675785,0.0180682673935157,9079,27179,27180,2,12,0.145386891291194,1,0.228741584917886,1,"8751","ADAM15",155023422,155035252,11831,"No"
"chr15",69744390,69744466,76,0.00900278288881915,0.0180055657776383,49080,311302,311303,2,14,0.147508945119133,1,0.229955548356051,1,NA,NA,NA,NA,NA,"No"
"chr11",10315434,10315609,175,0.00899224449217556,0.0179844889843511,22990,238870,238871,2,14,0.148237894907357,1,0.230382436598044,1,"81846","SBF2",9800214,10315754,515541,"No"
"chr8",37824306,37824340,34,-0.00893267750851541,0.0178653550170308,132863,192521,192522,2,15,0.152302861961685,1,0.232711264418198,1,NA,NA,NA,NA,NA,"No"
"chr7",28450946,28451011,65,-0.00892986195913733,0.0178597239182747,124198,169034,169035,2,16,0.152519164709301,1,0.232834185362879,1,"9586","CREB5",28338940,28865511,526572,"No"
"chr20",56885003,56885090,87,-0.00891156754813173,0.0178231350962635,86124,394211,394212,2,7,0.153814122568381,1,0.233540266138138,1,"57403","RAB22A",56884771,56942563,57793,"No"
"chr7",148581376,148581385,9,0.00890707593938686,0.0178141518787737,129547,182570,182571,2,8,0.154150487634058,1,0.233736558499412,1,"2146","EZH2",148504464,148581441,76978,"No"
"chr20",18121410,18121820,410,0.00886537479914318,0.0177307495982864,84747,389092,389093,2,8,0.157107260435178,1,0.235474603484666,1,"100303755","PET117",18118499,18123812,5314,"No"
"chr1",197881501,197881540,39,-0.00886533093748958,0.0177306618749792,11115,32612,32613,2,27,0.157110119061799,1,0.235476509235746,1,NA,NA,NA,NA,NA,"No"
"chr12",57633762,57633980,218,0.00886505635070881,0.0177301127014176,33530,268802,268803,2,24,0.157133940950303,1,0.235488896617768,1,"56901","NDUFA4L2",57628686,57634475,5790,"No"
"chr8",98289745,98289880,135,0.00885976649493694,0.0177195329898739,134981,197756,197757,2,12,0.15752843142393,1,0.235723304000648,1,"85453","TSPYL5",98285714,98290176,4463,"No"
"chr8",23539939,23539955,16,0.00883420749474493,0.0176684149894899,132167,190816,190817,2,10,0.159377962847383,1,0.236777184348066,1,"4824","NKX3-1",23536206,23540450,4245,"No"
"chr2",98408958,98409069,111,0.00883106710639751,0.017662134212795,77195,53409,53410,2,7,0.159604747225941,1,0.236905822545988,1,"23505","TMEM131",98372801,98612354,239554,"No"
"chr10",21799314,21799395,81,0.00881370641026045,0.0176274128205209,15647,216808,216809,2,16,0.16089875220948,1,0.237669075853657,1,NA,NA,NA,NA,NA,"No"
"chr4",184365613,184365620,7,-0.00881031687885903,0.0176206337577181,105201,108938,108939,2,10,0.161159840107484,1,0.237822488815623,1,NA,NA,NA,NA,NA,"No"
"chr15",101792098,101792104,6,0.00879567659916025,0.0175913531983205,51253,316929,316930,2,10,0.162267081485152,1,0.238438046414568,1,"22856","CHSY1",101715928,101792137,76210,"No"
"chr2",128616082,128616167,85,-0.00878633433313981,0.0175726686662796,78676,56898,56899,2,13,0.162981738140273,1,0.238827772510494,1,NA,NA,NA,NA,NA,"No"
"chr5",493746,493893,147,-0.00878441533958576,0.0175688306791715,105773,110473,110474,2,19,0.163126575222377,1,0.238921154313429,1,"6550","SLC9A3",473334,524549,51216,"No"
"chr2",64245812,64246058,246,-0.00878335568019986,0.0175667113603997,75787,49443,49444,2,10,0.16320280526559,1,0.238970703841518,1,"51542","VPS54",64119667,64246214,126548,"No"
"chr19",36869377,36869526,149,-0.00875853237198751,0.017517064743975,69668,377697,377698,2,9,0.165067582697686,1,0.240091285476747,1,"57677","ZFP14",36825355,36870105,44751,"No"
"chr16",86541480,86541607,127,0.00871396566531033,0.0174279313306207,56485,332843,332844,2,23,0.168496981766727,1,0.242066596471502,1,"400550","FENDRR",86508131,86542466,34336,"No"
"chr18",7566656,7566781,125,0.00871120307378057,0.0174224061475611,64680,360464,360465,2,13,0.168712331638803,1,0.242185705914022,1,NA,NA,NA,NA,NA,"No"
"chr1",25944100,25944102,2,0.00870326708068721,0.0174065341613744,3247,10414,10415,2,16,0.169305973100323,1,0.242535411237261,1,"57134","MAN1C1",25943959,26111258,167300,"No"
"chr4",100815812,100815818,6,-0.00869448288323818,0.0173889657664764,102846,103331,103332,2,7,0.169988231987079,1,0.242929901710888,1,NA,NA,NA,NA,NA,"No"
"chr5",42952307,42952369,62,0.00868564639758278,0.0173712927951656,107425,115096,115097,2,14,0.170638093105469,1,0.243308193300332,1,NA,NA,NA,NA,NA,"No"
"chr20",61340827,61340885,58,-0.00867737735726702,0.017354754714534,86421,395251,395252,2,10,0.17129176572602,1,0.243672191756674,1,"4923","NTSR1",61340189,61394123,53935,"No"
"chr11",62369859,62369870,11,-0.00866471352214087,0.0173294270442817,25421,245428,245429,2,10,0.172301813798591,1,0.244226765321048,1,"256364","EML3",62369691,62380237,10547,"No"
"chr16",86602471,86602533,62,-0.0086414783965838,0.0172829567931676,56499,332959,332960,2,25,0.174157062475285,1,0.245320666441153,1,"2303","FOXC2",86600857,86602537,1681,"No"
"chr2",112812751,112812756,5,-0.00863724478876911,0.0172744895775382,77981,55140,55141,2,16,0.174490568914341,1,0.245518864553506,1,NA,NA,NA,NA,NA,"No"
"chr17",42633739,42633783,44,0.00862166747133126,0.0172433349426625,60947,347724,347725,2,11,0.175714061107908,1,0.246232568333087,1,NA,NA,NA,NA,NA,"No"
"chr8",74207518,74207587,69,0.00860070844129233,0.0172014168825847,134229,196050,196051,2,14,0.177420661200337,1,0.247186396748789,1,"157506","RDH10",74206837,74237520,30684,"No"
"chr10",81837573,81837609,36,0.00858272238132852,0.017165444762657,18351,223100,223101,2,19,0.178871890648003,1,0.248063995121277,1,"219347","TMEM254-AS1",81805989,81838949,32961,"No"
"chr13",112860420,112860456,36,0.00850296037100226,0.0170059207420045,41235,289323,289324,2,8,0.185369548956363,1,0.251785926981147,1,NA,NA,NA,NA,NA,"No"
"chr3",169529701,169529716,15,-0.00847891555485482,0.0169578311097096,97497,88817,88818,2,10,0.187368681839622,1,0.252977021406349,1,"151827","LRRC34",169511216,169530574,19359,"No"
"chr10",133956112,133956183,71,0.0084611264281502,0.0169222528563004,21443,232116,232117,2,15,0.188868507939835,1,0.253895593427065,1,"282973","JAKMIP3",133918313,133998313,80001,"No"
"chr1",39281887,39282003,116,0.00844176718827392,0.0168835343765478,4483,14219,14220,2,13,0.19060560004955,1,0.254959955405425,1,NA,NA,NA,NA,NA,"No"
"chr9",95056231,95056292,61,-0.00842005118902601,0.016840102378052,138731,207193,207194,2,7,0.192484670614748,1,0.256100547426998,1,NA,NA,NA,NA,NA,"No"
"chr12",75784541,75784617,76,-0.00838264624901594,0.0167652924980319,34228,270577,270578,2,11,0.195816876378692,1,0.258084434301614,1,NA,NA,NA,NA,NA,"No"
"chr15",28351607,28351619,12,-0.00836451937041677,0.0167290387408335,46639,305101,305102,2,9,0.1975206178445,1,0.259100199627426,1,NA,NA,NA,NA,NA,"No"
"chr2",74667600,74667680,80,0.00834954468408197,0.0166990893681639,76487,51322,51323,2,14,0.198791753815075,1,0.259864405810635,1,"6242","RTKN",74652988,74669060,16073,"No"
"chr13",48575897,48575927,30,-0.00832071152608987,0.0166414230521797,39326,284566,284567,2,12,0.201339743009467,1,0.261335645644644,1,"8803","SUCLA2",48516791,48612125,95335,"No"
"chr5",140479979,140479983,4,0.00831950588609928,0.0166390117721986,111024,124159,124160,2,14,0.201457899576447,1,0.261405205559076,1,NA,NA,NA,NA,NA,"No"
"chr3",45635690,45635693,3,0.00830131700276941,0.0166026340055388,92293,75948,75949,2,12,0.203085410999042,1,0.262350458094916,1,NA,NA,NA,NA,NA,"No"
"chr6",152130207,152130332,125,0.00829818999067797,0.0165963799813559,120894,157959,157960,2,44,0.203377943789872,1,0.262533410198627,1,"2099","ESR1",151977830,152424408,446579,"No"
"chr13",21476919,21476923,4,0.00828934017846623,0.0165786803569325,37872,281104,281105,2,9,0.204187887999009,1,0.26302509397735,1,NA,NA,NA,NA,NA,"No"
"chr5",1867978,1868137,159,-0.0082752010579199,0.0165504021158398,106056,111838,111839,2,7,0.20555050002144,1,0.263818839302305,1,NA,NA,NA,NA,NA,"No"
"chr7",5388781,5388895,114,-0.00827126458902979,0.0165425291780596,123216,166018,166019,2,17,0.20590687547346,1,0.264038953552082,1,"84629","TNRC18",5346423,5465045,118623,"No"
"chr6",6320889,6320895,6,-0.00826391651350296,0.0165278330270059,114161,132528,132529,2,10,0.206568171098332,1,0.26444201990557,1,"2162","F13A1",6144311,6320924,176614,"No"
"chr6",41338345,41338895,550,-0.00825849353396213,0.0165169870679243,116885,147913,147914,2,28,0.207094158396501,1,0.264773620593546,1,NA,NA,NA,NA,NA,"No"
"chr18",74204120,74204135,15,0.00825774184149007,0.0165154836829801,65766,364176,364177,2,10,0.207166576937553,1,0.264817452868394,1,"9658","ZNF516",74069637,74207146,137510,"No"
"chr11",31837960,31837965,5,0.00825757323573249,0.016515146471465,23960,241334,241335,2,108,0.207181822946196,1,0.264824122997175,1,"5080","PAX6",31806340,31839509,33170,"No"
"chr19",2269397,2269401,4,0.00823487784526164,0.0164697556905233,66701,367215,367216,2,13,0.20933246304034,1,0.266100023345451,1,NA,NA,NA,NA,NA,"No"
"chr7",83278462,83278504,42,0.00822545339076478,0.0164509067815296,126527,174447,174448,2,7,0.210231024674712,1,0.266637445150102,1,"9723","SEMA3E",82993222,83278479,285258,"No"
"chr2",190445175,190445196,21,-0.00821655663752014,0.0164331132750403,80937,62116,62117,2,14,0.211017146995345,1,0.267095778284919,1,"30061","SLC40A1",190425316,190448484,23169,"No"
"chr6",97730490,97730494,4,-0.00821494419956684,0.0164298883991337,118646,152462,152463,2,11,0.211172465708391,1,0.267185348585694,1,"253714","MMS22L",97590037,97731061,141025,"No"
"chr2",18059744,18059752,8,0.00820373884651596,0.0164074776930319,73454,43799,43800,2,16,0.212194901162985,1,0.267779942922755,1,NA,NA,NA,NA,NA,"No"
"chr13",111973105,111973143,38,-0.00820299367631474,0.0164059873526295,41114,288854,288855,2,9,0.212264461077416,1,0.267817105068821,1,"121793","TEX29",111973015,111996594,23580,"No"
"chr2",121494043,121494295,252,0.00819096858186124,0.0163819371637225,78376,56197,56198,2,16,0.213430780738574,1,0.268550819234746,1,"2736","GLI2",121493199,121750229,257031,"No"
"chr7",1120141,1120247,106,0.00816904983639797,0.0163380996727959,122558,162999,163000,2,10,0.215546164437732,1,0.269834342587343,1,"84310","C7orf50",1036623,1177893,141271,"No"
"chr3",167967782,167967842,60,0.00815973169980219,0.0163194633996044,97436,88677,88678,2,11,0.216439008818863,1,0.270365094263213,1,"93556","EGFEM1P",167967310,168548374,581065,"No"
"chr12",111843919,111843939,20,0.00814700723642124,0.0162940144728425,35780,274296,274297,2,12,0.217708239038358,1,0.271149310832766,1,"10019","SH2B3",111843752,111889427,45676,"No"
"chr3",110790763,110790767,4,-0.00813206621658447,0.0162641324331689,94845,82212,82213,2,12,0.219071803936329,1,0.272022144827553,1,"25945","NECTIN3",110790606,110913016,122411,"No"
"chr12",4918848,4919001,153,-0.00813146064560062,0.0162629212912012,30758,260617,260618,2,14,0.219131835095359,1,0.272058354098079,1,"3742","KCNA6",4918342,4960278,41937,"No"
"chr6",18264719,18264737,18,0.00807731172708325,0.0161546234541665,114952,134257,134258,2,8,0.224494618635387,1,0.275347680462716,1,"7913","DEK",18224400,18264799,40400,"No"
"chr20",306359,306364,5,-0.00805899195991748,0.016117983919835,84212,387183,387184,2,16,0.226367019071804,1,0.276496848364151,1,"6666","SOX12",306215,310872,4658,"No"
"chr11",1463620,1463662,42,0.00805850599688081,0.0161170119937616,22110,235599,235600,2,8,0.226414662848812,1,0.276526387505896,1,"9024","BRSK2",1411129,1483919,72791,"No"
"chr6",32376066,32376095,29,0.00805316600131338,0.0161063320026268,116060,143576,143577,2,22,0.22693493289374,1,0.276842742185229,1,NA,NA,NA,NA,NA,"No"
"chr14",35184065,35184089,24,-0.00804507359422849,0.016090147188457,42270,293210,293211,2,15,0.227725819592074,1,0.27732013283085,1,NA,NA,NA,NA,NA,"No"
"chr1",38100435,38100467,32,0.00802280022196057,0.0160456004439211,4375,13902,13903,2,16,0.229990804751037,1,0.278683697728821,1,"284654","RSPO1",38076951,38100595,23645,"No"
"chr14",65879393,65879396,3,0.00800968473126494,0.0160193694625299,43482,296352,296353,2,9,0.231275280979175,1,0.279461244169593,1,"2530","FUT8",65877310,66210839,333530,"No"
"chr13",36705446,36705475,29,0.00800788356467324,0.0160157671293465,38762,283218,283219,2,10,0.231488725100171,1,0.279593693869675,1,"9201","DCLK1",36342789,36705514,362726,"No"
"chr7",44794343,44794445,102,0.0080047640864459,0.0160095281728918,125118,171159,171160,2,7,0.231785069393161,1,0.279786174728788,1,"83637","ZMIZ2",44788180,44809479,21300,"No"
"chr8",114450579,114450647,68,-0.00800332374021223,0.0160066474804245,135544,199159,199160,2,31,0.231914660466623,1,0.279881462282804,1,NA,NA,NA,NA,NA,"No"
"chr6",108485152,108485182,30,-0.00799747281730269,0.0159949456346054,119001,153486,153487,2,44,0.232539746820969,1,0.280277858507511,1,NA,NA,NA,NA,NA,"No"
"chr1",2014244,2014371,127,0.00798476540756988,0.0159695308151398,278,1585,1586,2,7,0.23384518631099,1,0.28109828434759,1,"5590","PRKCZ",1981909,2116834,134926,"No"
"chr2",176957462,176957473,11,0.00797117209223203,0.0159423441844641,80522,60946,60947,2,14,0.235304991638517,1,0.281996845981962,1,NA,NA,NA,NA,NA,"No"
"chr14",102430985,102431106,121,0.00795310221264191,0.0159062044252838,45707,302082,302083,2,13,0.237110690787123,1,0.283091699977607,1,"1778","DYNC1H1",102430865,102517135,86271,"No"
"chr14",70655803,70655805,2,0.00795165325447006,0.0159033065089401,43782,297031,297032,2,18,0.237254574993687,1,0.283176505900682,1,NA,NA,NA,NA,NA,"No"
"chr2",80531483,80531500,17,0.00793477672017615,0.0158695534403523,76679,51854,51855,2,19,0.238988808476781,1,0.28428660590497,1,"1496","CTNNA2",79412357,80875988,1463632,"No"
"chr2",80531483,80531500,17,0.00793477672017615,0.0158695534403523,76679,51854,51855,2,19,0.238988808476781,1,0.28428660590497,1,"347730","LRRTM1",80515481,80531487,16007,"No"
"chr7",1883390,1883420,30,0.00793118001798701,0.015862360035974,122737,163947,163948,2,13,0.23939949783459,1,0.284543882300813,1,"8379","MAD1L1",1855428,2272583,417156,"No"
"chr11",86085026,86085366,340,0.00789979723140266,0.0157995944628053,27571,252658,252659,2,10,0.242714551838812,1,0.286644019991329,1,NA,NA,NA,NA,NA,"No"
"chr3",20081582,20081585,3,0.00789239122546989,0.0157847824509398,91209,73263,73264,2,10,0.243451124631356,1,0.28712617501465,1,"8850","KAT2B",20081524,20195896,114373,"No"
"chr1",113249654,113249667,13,-0.00788634175089197,0.0157726835017839,8013,23668,23669,2,11,0.244051436221658,1,0.287516853986117,1,"389","RHOC",113243749,113250025,6277,"No"
"chr12",94070475,94070578,103,-0.00787685328901287,0.0157537065780257,34749,271636,271637,2,10,0.244980489873315,1,0.288100966692236,1,NA,NA,NA,NA,NA,"No"
"chr2",176989485,176989586,101,0.0078403294858301,0.0156806589716602,80528,61067,61068,2,44,0.248781510403019,1,0.290520317688705,1,"3235","HOXD9",176987413,176989645,2233,"No"
"chr7",5463140,5463284,144,-0.00782937329565217,0.0156587465913043,123233,166087,166088,2,41,0.249997379592265,1,0.291310251511499,1,NA,NA,NA,NA,NA,"No"
"chr12",21680508,21680669,161,0.00782837298306363,0.0156567459661273,31671,263027,263028,2,8,0.25008790276858,1,0.291365518292828,1,"80763","SPX",21679256,21684210,4955,"No"
"chr1",153949892,153949898,6,-0.0078236875195496,0.0156473750390992,8972,26742,26743,2,13,0.250579586547303,1,0.291700930482965,1,"10899","JTB",153946745,153950451,3707,"No"
"chr6",167411361,167411506,145,0.00781522121374455,0.0156304424274891,121836,160231,160232,2,11,0.251467666550733,1,0.292278373060303,1,"100500857","MIR3939",167411295,167411400,106,"No"
"chr4",186392746,186392754,8,-0.00777283266875638,0.0155456653375128,105383,109435,109436,2,8,0.255971909229076,1,0.29515701006713,1,"256309","CCDC110",186366338,186392913,26576,"No"
"chr19",45449297,45449301,4,-0.00776616236289681,0.0155323247257936,70504,380725,380726,2,7,0.256655120991372,1,0.295585804060203,1,"100533990","APOC4-APOC2",45445495,45452822,7328,"No"
"chr6",32370815,32370846,31,-0.00776344672320373,0.0155268934464075,116060,143558,143559,2,22,0.2569381250268,1,0.295776379168235,1,NA,NA,NA,NA,NA,"No"
"chr20",55966551,55966838,287,-0.007763315253021,0.015526630506042,86075,394063,394064,2,21,0.256952418159902,1,0.295785907923637,1,"55544","RBM38",55966454,55984386,17933,"No"
"chr7",134463017,134463072,55,-0.00776312352342875,0.0155262470468575,128902,181005,181006,2,10,0.256974334297326,1,0.295801153932279,1,NA,NA,NA,NA,NA,"No"
"chr19",45737880,45738115,235,-0.0077621652977387,0.0155243305954774,70546,380878,380879,2,12,0.257066763224721,1,0.295858326464689,1,NA,NA,NA,NA,NA,"No"
"chr7",94023308,94023483,175,0.00775418039216799,0.015508360784336,126848,175301,175302,2,11,0.257899576446822,1,0.296389078140559,1,NA,NA,NA,NA,NA,"No"
"chr6",138726163,138726184,21,0.00774558042200119,0.0154911608440024,120249,156426,156427,2,14,0.258825771471859,1,0.296977002348838,1,"23593","HEBP2",138725336,138734582,9247,"No"
"chr13",91827542,91827600,58,-0.00774335237485499,0.01548670474971,40201,286576,286577,2,8,0.259097341000805,1,0.29716662458133,1,"100874150","LINC00379",91779867,91863952,84086,"No"
"chr8",144822283,144822305,22,-0.00773462143398194,0.0154692428679639,137242,203380,203381,2,11,0.260023536025842,1,0.297742161407588,1,"100128338","FAM83H-AS1",144816310,144828507,12198,"No"
"chr20",23029287,23029298,11,0.00771675961462116,0.0154335192292423,84862,389598,389599,2,17,0.261975978007633,1,0.298979946734257,1,"7056","THBD",23026270,23030301,4032,"No"
"chr16",89119663,89119709,46,-0.0077059498955719,0.0154118997911438,56981,334676,334677,2,17,0.263159449428513,1,0.299767974805971,1,NA,NA,NA,NA,NA,"No"
"chr18",11147146,11147385,239,0.00770227308761461,0.0154045461752292,64765,360707,360708,2,20,0.263571091661863,1,0.300043355837077,1,"63895","PIEZO2",10670244,11148761,478518,"No"
"chr8",22085381,22085417,36,-0.00767701955960338,0.0153540391192068,132007,190305,190306,2,10,0.26633157210171,1,0.301777589320171,1,"9796","PHYHIP",22077216,22089851,12636,"No"
"chr15",76633817,76633981,164,0.00764198544981438,0.0152839708996288,49685,312897,312898,2,39,0.270116393747231,1,0.304279840488635,1,"64843","ISL2",76629147,76634816,5670,"No"
"chr6",31275875,31275881,6,-0.00762899524490533,0.0152579904898107,115899,140227,140228,2,15,0.271542848430852,1,0.305247962037438,1,NA,NA,NA,NA,NA,"No"
"chr1",978664,978667,3,0.00761796341561524,0.0152359268312305,46,283,284,2,36,0.272686299079046,1,0.306009309594027,1,"375790","AGRN",955503,991499,35997,"No"
"chr3",42727425,42727489,64,-0.00760975543374791,0.0152195108674958,92056,75325,75326,2,11,0.273560085949374,1,0.30661724418865,1,"131377","KLHL40",42727011,42733938,6928,"No"
"chr20",61809827,61809830,3,0.00760511019273146,0.0152102203854629,86517,395575,395576,2,23,0.274056534105798,1,0.306936457494604,1,NA,NA,NA,NA,NA,"No"
"chr17",45401733,45401833,100,0.00760178547131343,0.0152035709426269,61202,348473,348474,2,8,0.274399569300256,1,0.307168006250864,1,"124989","EFCAB13",45401142,45518677,117536,"No"
"chr17",45401733,45401833,100,0.00760178547131343,0.0152035709426269,61202,348473,348474,2,8,0.274399569300256,1,0.307168006250864,1,"3690","ITGB3",45331208,45421658,90451,"No"
"chr16",31453406,31453477,71,-0.00756121400646974,0.0151224280129395,53863,325746,325747,2,9,0.278744681763391,1,0.310075229523896,1,"283933","ZNF843",31446885,31454348,7464,"No"
"chr21",34442160,34442183,23,0.00755662740238836,0.0151132548047767,87000,397145,397146,2,19,0.279248752924137,1,0.310423981971595,1,NA,NA,NA,NA,NA,"No"
"chr7",50343869,50343883,14,-0.00755274947587751,0.015105498951755,125391,171783,171784,2,10,0.27967849979275,1,0.310708891758103,1,NA,NA,NA,NA,NA,"No"
"chr17",46651186,46651225,39,0.00752668455381782,0.0150533691076356,61336,348919,348920,2,51,0.282546655168635,1,0.312682297001777,1,NA,NA,NA,NA,NA,"No"
"chr7",95025194,95025407,213,-0.0075149739414733,0.0150299478829466,126885,175497,175498,2,27,0.283785393370845,1,0.31352463897928,1,"5444","PON1",94927669,95025687,98019,"No"
"chr7",95025194,95025407,213,-0.0075149739414733,0.0150299478829466,126885,175497,175498,2,27,0.283785393370845,1,0.31352463897928,1,"5446","PON3",94989184,95025687,36504,"No"
"chr13",22299301,22299319,18,0.00749190707816422,0.0149838141563284,37934,281292,281293,2,8,0.286309560676732,1,0.315263636840074,1,NA,NA,NA,NA,NA,"No"
"chr4",88929611,88929658,47,-0.00748989858740945,0.0149797971748189,102567,102674,102675,2,9,0.286523004797728,1,0.315402756668938,1,"5311","PKD2",88928799,88998931,70133,"No"
"chr4",37688031,37688079,48,-0.00746840551168916,0.0149368110233783,100964,98636,98637,2,12,0.288756545063866,1,0.316940697790758,1,NA,NA,NA,NA,NA,"No"
"chr17",80251639,80251697,58,0.00744642605177963,0.0148928521035593,64321,358924,358925,2,11,0.291122535030087,1,0.318585360973076,1,NA,NA,NA,NA,NA,"No"
"chr1",29138919,29138936,17,0.00744142303086423,0.0148828460617285,3643,11793,11794,2,11,0.291682825847702,1,0.318980804322243,1,"4985","OPRD1",29138654,29190208,51555,"No"
"chr7",32534854,32534882,28,-0.00742602560034183,0.0148520512006837,124455,169638,169639,2,8,0.293317960274619,1,0.320146171107861,1,"23658","LSM5",32524945,32534870,9926,"No"
"chr1",151734928,151734964,36,-0.00740744128566045,0.0148148825713209,8776,26046,26047,2,13,0.295196077964277,1,0.32150116012597,1,"65005","MRPL9",151732123,151736040,3918,"No"
"chr16",702586,702600,14,0.00740332174173117,0.0148066434834623,51464,317690,317691,2,22,0.295661081227875,1,0.321817514805304,1,NA,NA,NA,NA,NA,"No"
"chr12",102271188,102271195,7,0.00738871475171193,0.0147774295034239,35117,272514,272515,2,10,0.297097064666899,1,0.322818034122473,1,"55332","DRAM1",102271105,102317401,46297,"No"
"chr6",168106055,168106129,74,0.00738651617688056,0.0147730323537611,121901,160393,160394,2,7,0.297361964067063,1,0.322999080475104,1,NA,NA,NA,NA,NA,"No"
"chr7",98029266,98029285,19,0.00738440060447148,0.014768801208943,127012,175997,175998,2,9,0.297620193338447,1,0.323178221076654,1,"55971","BAIAP2L1",97920962,98030427,109466,"No"
"chr1",228291682,228291705,23,0.00737272562704988,0.0147454512540998,13068,37591,37592,2,16,0.298778889995283,1,0.324003411294434,1,NA,NA,NA,NA,NA,"No"
"chr1",202777584,202777590,6,0.00737184816104226,0.0147436963220845,11442,33440,33441,2,23,0.298857025789577,1,0.324062489577924,1,NA,NA,NA,NA,NA,"No"
"chr10",23384664,23384686,22,0.00736533800772204,0.0147306760154441,15731,217074,217075,2,9,0.299516415663368,1,0.324517011210581,1,"22921","MSRB2",23384427,23410942,26516,"No"
"chr5",140754314,140754451,137,0.00735204775301956,0.0147040955060391,111079,124468,124469,2,12,0.300891415067821,1,0.325539446665174,1,"56102","PCDHGB3",140749962,140892548,142587,"No"
"chr5",140754314,140754451,137,0.00735204775301956,0.0147040955060391,111079,124468,124469,2,12,0.300891415067821,1,0.325539446665174,1,"56103","PCDHGB2",140739703,140892548,152846,"No"
"chr5",140754314,140754451,137,0.00735204775301956,0.0147040955060391,111079,124468,124469,2,12,0.300891415067821,1,0.325539446665174,1,"56109","PCDHGA6",140753651,140892548,138898,"No"
"chr5",140754314,140754451,137,0.00735204775301956,0.0147040955060391,111079,124468,124469,2,12,0.300891415067821,1,0.325539446665174,1,"56110","PCDHGA5",140743898,140892548,148651,"No"
"chr5",140754314,140754451,137,0.00735204775301956,0.0147040955060391,111079,124468,124469,2,12,0.300891415067821,1,0.325539446665174,1,"56111","PCDHGA4",140734768,140892548,157781,"No"
"chr6",108881018,108881022,4,0.00732866222789637,0.0146573244557927,119016,153581,153582,2,17,0.303236441772158,1,0.327252716886384,1,NA,NA,NA,NA,NA,"No"
"chr2",183943938,183944048,110,-0.00732609660414872,0.0146521932082974,80805,61864,61865,2,8,0.303519445807586,1,0.327446150621037,1,"142679","DUSP19",183943287,183964722,21436,"No"
"chr16",89160039,89160041,2,0.00732584980029277,0.0146516996005855,56993,334731,334732,2,20,0.30354326769609,1,0.32746330238076,1,NA,NA,NA,NA,NA,"No"
"chr4",66535145,66535203,58,0.00732080815717481,0.0146416163143496,101740,100688,100689,2,19,0.304044480230215,1,0.327846358347904,1,"2044","EPHA5",66185281,66535653,350373,"No"
"chr18",29523063,29523078,15,-0.00730807805426676,0.0146161561085335,65065,361762,361763,2,12,0.305368024355499,1,0.328806856892387,1,"22878","TRAPPC8",29409136,29523099,113964,"No"
"chr1",145473698,145473700,2,0.0073032921442797,0.0146065842885594,8488,24961,24962,2,13,0.305867331138543,1,0.329184195606291,1,"100132406","NBPF10",145209111,146467744,1258634,"No"
"chr1",145473698,145473700,2,0.0073032921442797,0.0146065842885594,8488,24961,24962,2,13,0.305867331138543,1,0.329184195606291,1,"100288142","NBPF20",144146811,146467744,2320934,"No"
"chr1",145473698,145473700,2,0.0073032921442797,0.0146065842885594,8488,24961,24962,2,13,0.305867331138543,1,0.329184195606291,1,"284615","ANKRD34A",145470508,145475647,5140,"No"
"chr14",100772763,100772766,3,0.0072822600765275,0.014564520153055,45491,301219,301220,2,15,0.307917919300971,1,0.330742147114455,1,"123096","SLC25A29",100757453,100772860,15408,"No"
