Probe_ID,SampleVar,LogVarRatio,DiffLevene,t,P.Value,Adj.P.Value,Bonferroni,chr,pos,strand,UCSC_RefGene_Name,UCSC_RefGene_Accession,UCSC_RefGene_Group,Phantom,DMR,Enhancer,HMM_Island,Regulatory_Feature_Name,Regulatory_Feature_Group,DHS,Probe_SNPs,Probe_SNPs_10,Islands_Name,Relation_to_Island
cg15484161,0.223285467,-0.439458076,-0.170295048,-2.238867287,0.026318353,0.994999996,1,chr1,234746568,+,IRF2BP2;IRF2BP2,NM_001077397;NM_182972,TSS1500;TSS1500,high-CpG:232813049-232813739,,,1:232813049-232813765,1:234746291-234747343,Promoter_Associated,TRUE,,,chr1:234744276-234747024,Island
cg05472059,0.10802655,-0.824908472,-0.119856952,-2.238840222,0.026320147,0.994999996,1,chr2,1054787,+,SNTG2,NM_018968,Body,,,,,,,,,,chr2:1052315-1052730,S_Shelf
cg10160614,0.126193954,0.491911561,0.130415018,2.238750545,0.026326091,0.994999996,1,chr2,239544973,+,,,,,,TRUE,,,,,rs73104898,,chr2:239542238-239542553,S_Shelf
cg08135965,0.186968153,0.814647143,0.153419163,2.238732891,0.026327261,0.994999996,1,chr6,41755394,+,TOMM6;TOMM6,NM_001134493;NM_001134493,1stExon;5'UTR,high-CpG:41863353-41863413,,,6:41861859-41863614,6:41754149-41755863,Promoter_Associated,,rs9471653,,chr6:41753880-41755576,Island
cg15528722,0.313275602,-1.17505281,-0.196917508,-2.238640115,0.026333412,0.994999996,1,chr5,40756846,+,TTC33,NM_012382,TSS1500,,,,,,,,,,chr5:40755537-40756257,S_Shore
cg04823676,0.060439601,0.49456349,0.086309416,2.238637898,0.026333559,0.994999996,1,chr11,551286,-,LRRC56,NM_198075,Body,,,,,,,,,rs35128087,chr11:554713-556560,N_Shelf
cg25448812,0.082890265,-0.735929792,-0.102556317,-2.238519746,0.026341394,0.994999996,1,chr11,46402210,+,MDK;MDK;MDK,NM_001012334;NM_002391;NM_001012333,TSS1500;TSS1500;TSS1500,,,,11:46358699-46360747,11:46401984-46402299,Unclassified,,,,chr11:46402624-46404139,N_Shore
cg17676631,0.271990157,0.732631001,0.188079824,2.238489074,0.026343428,0.994999996,1,chr19,13735020,+,,,,low-CpG:13595915-13596051,,,,,,,,rs79005403,,OpenSea
cg11325950,0.110453249,-0.686378352,-0.118684519,-2.23845081,0.026345966,0.994999996,1,chr1,3182736,+,PRDM16;PRDM16,NM_022114;NM_199454,Body;Body,,,,,,,,,,chr1:3182821-3183216,N_Shore
cg00709979,0.132527867,-0.785226621,-0.132205456,-2.238382297,0.026350511,0.994999996,1,chr16,85866348,-,,,,,,,16:84423831-84423971,,,,,rs72529918,chr16:85863381-85863601,S_Shelf
cg05468024,0.038245743,0.329204762,0.067672068,2.238380218,0.026350649,0.994999996,1,chr19,1748710,+,,,,,,,19:1699202-1699711,,,,,,chr19:1748167-1750243,Island
cg19037598,0.253737498,0.152677784,0.179900653,2.238347647,0.02635281,0.994999996,1,chr6,113666021,-,,,,,,TRUE,,,,,,,,OpenSea
cg17387694,0.130519362,0.736189387,0.128695008,2.239176753,0.026354959,0.994999996,1,chr19,32833011,-,,,,,,,,,,,,,chr19:32836353-32836840,N_Shelf
cg02931604,0.170887586,-0.774398912,-0.14840012,-2.238184922,0.026363608,0.994999996,1,chr6,74064298,-,DPPA5,NM_001025290,TSS1500,,,,6:74119872-74121192,,,,,,chr6:74063519-74064471,Island
cg04794858,0.117381173,-0.682622047,-0.122675724,-2.238125844,0.02636753,0.994999996,1,chr6,160860356,-,SLC22A3,NM_021977,Body,,,TRUE,,,,,,,,OpenSea
cg22514674,0.024417187,0.84942932,0.055893548,2.238087133,0.026370099,0.994999996,1,chr12,56473743,-,ERBB3;ERBB3,NM_001982;NM_001005915,TSS200;TSS200,,,,12:54759826-54760697,12:56472390-56474357,Unclassified,,,,chr12:56472792-56474393,Island
cg03615921,0.073164726,-0.509988292,-0.098180899,-2.238024617,0.02637425,0.994999996,1,chr16,89375284,-,ANKRD11,NM_013275,Body,,,,16:87902691-87902818,16:89374761-89375570,Unclassified,,,,chr16:89371981-89373514,S_Shore
cg03953671,0.040040934,-0.480448546,-0.070833523,-2.237967161,0.026378065,0.994999996,1,chr1,26488355,-,GRRP1,NM_024869,Body,,,,1:26360481-26361415,1:26487989-26489251,Unclassified_Cell_type_specific,TRUE,,,chr1:26487807-26488606,Island
cg05611414,0.085751835,-1.266841926,-0.117040448,-2.26473623,0.026378912,0.994999996,1,chr19,50643613,-,SNAR-D;SNAR-B1;SNAR-B2,NR_024243;NR_024231;NR_024230,TSS200;TSS1500;TSS1500,,,,19:55335318-55336361,,,,,,,OpenSea
cg04112106,0.043564596,0.377268684,0.076110796,2.237874328,0.02638423,0.994999996,1,chr16,66972013,-,CES2;CES2,NM_003869;NM_198061,Body;Body,,,,,,,,,,chr16:66968029-66968924,S_Shelf
cg12476242,0.034639571,0.694557754,0.067508458,2.237873944,0.026384255,0.994999996,1,chr3,127813395,+,RUVBL1,NM_003707,Body,,,TRUE,,3:127813232-127814428,Gene_Associated,,,,,OpenSea
cg13622920,0.114768624,-0.839548844,-0.122538436,-2.238999559,0.026390336,0.994999996,1,chr5,55809397,-,,,,,,TRUE,,,,,,,,OpenSea
cg14600824,0.217283919,-0.816370933,-0.167260771,-2.23771118,0.026395067,0.994999996,1,chr9,134430262,+,,,,,,,9:133419699-133420429,,,,,,chr9:134429866-134430491,Island
cg04549162,0.064385646,-0.745335132,-0.088280435,-2.237696217,0.026396061,0.994999996,1,chr10,125425690,-,GPR26,NM_153442,TSS200,,,TRUE,10:125415486-125416712,,,,,,chr10:125425495-125426642,Island
cg04648500,0.061635268,-0.961990444,-0.088924923,-2.237694647,0.026396166,0.994999996,1,chr8,66581044,+,MTFR1;MTFR1;MTFR1,NM_001145839;NM_014637;NM_001145838,5'UTR;5'UTR;TSS1500,,,,,,,,rs17395190,,,OpenSea
cg21411075,0.287950845,-0.71102923,-0.18100937,-2.237765473,0.026396689,0.994999996,1,chr15,50647096,-,FLJ10038;GABPB1;GABPB1;GABPB1;LOC100129387;GABPB1;GABPB1,NR_026891;NM_016655;NM_005254;NM_016654;NR_024490;NM_002041;NM_181427,TSS200;5'UTR;5'UTR;5'UTR;Body;5'UTR;5'UTR,high-CpG:48434309-48434692,,,15:48433730-48434847,15:50646997-50647098,Promoter_Associated,TRUE,,,chr15:50646437-50647742,Island
cg05686950,0.185485685,-0.70247058,-0.155730712,-2.237685136,0.026396798,0.994999996,1,chr10,13657477,+,PRPF18,NM_003675,Body,,,TRUE,,,,,,,,OpenSea
cg25691167,0.297373978,0.342515947,0.197545683,2.237660237,0.026398452,0.994999996,1,chr7,19184961,+,FERD3L,NM_152898,1stExon,,RDMR,TRUE,7:19150689-19151612,,,,,,chr7:19184818-19185033,Island
cg11140344,0.191525244,0.355261011,0.155015247,2.237653772,0.026398882,0.994999996,1,chr10,114878970,-,TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2;TCF7L2,NM_001146284;NM_001146285;NM_030756;NM_001146274;NM_001146286;NM_001146283,Body;Body;Body;Body;Body;Body,,,,10:114868910-114869086,,,,,,,OpenSea
cg14208234,0.128469771,-1.162339596,-0.127488768,-2.237616527,0.026401357,0.994999996,1,chr9,97763410,+,C9orf3,NM_032823,Body,,,,,,,,rs10512251,,chr9:97766649-97767955,N_Shelf
cg23985077,0.291965888,-0.414271281,-0.19234055,-2.237526538,0.026407337,0.994999996,1,chr20,17512652,-,BFSP1;BFSP1,NM_001161705;NM_001195,Body;TSS1500,,,,,20:17512651-17512853,Promoter_Associated,,,,chr20:17511478-17512209,S_Shore
cg09119863,0.038406293,-0.792183094,-0.071039695,-2.238097507,0.026407399,0.994999996,1,chr1,3129238,+,PRDM16;PRDM16,NM_022114;NM_199454,Body;Body,,,,1:3118822-3119214,,,,,,,OpenSea
cg25391194,0.051748684,0.364974656,0.07966969,2.2374743,0.02641081,0.994999996,1,chr6,166868953,-,RPS6KA2;RPS6KA2,NM_021135;NM_001006932,Body;Body,,,,6:166788669-166789205,,,,,,chr6:166868758-166869230,Island
cg01774419,0.067787744,-0.643439024,-0.093601285,-2.237446733,0.026412642,0.994999996,1,chr8,59572039,+,NSMAF;NSMAF,NM_003580;NM_001144772,Body;TSS200,high-CpG:59734305-59735114,,,8:59734002-59735063,8:59571865-59572072,Promoter_Associated,TRUE,,,chr8:59571603-59572526,Island
cg26225726,0.153566249,0.943480931,0.139021982,2.237445259,0.02641274,0.994999996,1,chr7,6910741,-,,,,,,,7:6877122-6877325,,,,,rs71541902,,OpenSea
cg01652476,0.06460584,-0.7365827,-0.091980755,-2.237441224,0.026413008,0.994999996,1,chr7,809048,-,HEATR2,NM_017802,Body,,,,7:775569-775658,,,TRUE,,,chr7:807336-808261,S_Shore
cg14906355,0.023148853,0.696598198,0.054483479,2.237388426,0.026416519,0.994999996,1,chr12,96031938,+,,,,,,TRUE,,12:96031718-96031971,Unclassified_Cell_type_specific,,,,,OpenSea
cg03682112,0.054922002,0.901661648,0.084779316,2.237271637,0.026424285,0.994999996,1,chr18,77623598,+,KCNG2,NM_012283,TSS200,,,,18:75724121-75725551,,,,rs62103176,,chr18:77623265-77624280,Island
cg13740185,0.052879389,-0.72161424,-0.084742366,-2.241876286,0.026424628,0.994999996,1,chr10,73486801,-,C10orf105;CDH23,NM_001168390;NM_022124,5'UTR;Body,,DMR,TRUE,,,,,,,,OpenSea
cg17841303,0.021059309,-0.698025541,-0.053294979,-2.237262125,0.026424917,0.994999996,1,chr4,146858277,-,ZNF827,NM_178835,Body,,,,4:147077095-147078532,4:146857858-146858336,Promoter_Associated,,,,chr4:146857334-146859082,Island
cg18764513,0.073704641,-1.368726048,-0.095596428,-2.238613939,0.026427032,0.994999996,1,chr14,23292277,+,,,,,,,,14:23291749-23293354,Unclassified,,,rs78652310,chr14:23291689-23292278,Island
cg01917080,0.080859372,-0.974597681,-0.101566913,-2.241279117,0.026432389,0.994999996,1,chr12,1772504,+,,,,,,,12:1640541-1642774,12:1772224-1773109,Unclassified_Cell_type_specific,,,,chr12:1771934-1772513,Island
cg19616783,0.026159023,0.558649622,0.058699276,2.237106713,0.026435255,0.994999996,1,chr10,1063172,+,GTPBP4,NM_012341,3'UTR,,,,,,,,,rs41294978,,OpenSea
cg16235371,0.061705239,-0.647847252,-0.085729498,-2.236995247,0.026442671,0.994999996,1,chr5,140572039,+,PCDHB10;PCDHB10,NM_018930;NM_018930,1stExon;5'UTR,,RDMR,,,,,TRUE,,,chr5:140573423-140574316,N_Shore
cg19825600,0.053272397,0.791122081,0.082957177,2.23696429,0.026444731,0.994999996,1,chr2,3704501,-,ALLC,NM_018436,TSS1500,,,,2:3682368-3682476,,,,,,,OpenSea
cg21917448,0.080577442,-0.845738629,-0.101308873,-2.236947812,0.026445828,0.994999996,1,chr1,20685179,+,,,,,,TRUE,,,,TRUE,,,,OpenSea
cg24971846,0.08086145,-1.245859217,-0.104815334,-2.24198256,0.026447837,0.994999996,1,chr14,105618576,+,JAG2;JAG2,NM_002226;NM_145159,Body;Body,,,,14:104689347-104690001,14:105618523-105618645,Unclassified_Cell_type_specific,,rs35499715,,chr14:105616987-105617309,S_Shore
cg14170840,0.140156669,-0.971794335,-0.136233616,-2.236830205,0.026453656,0.994999996,1,chr1,38155120,+,C1orf109,NM_017850,Body,,,,,,,,rs10627952,,chr1:38156042-38156279,N_Shore
cg16264035,0.064504472,-0.938500857,-0.091125394,-2.236811003,0.026454934,0.994999996,1,chr1,59369954,+,,,,,,,,1:59368709-59370029,Promoter_Associated,TRUE,,,chr1:59369311-59369900,S_Shore
cg22914188,0.204909109,1.108081857,0.162498241,2.236806698,0.02645522,0.994999996,1,chr12,110841667,-,ANAPC7;ANAPC7,NM_016238;NM_001137664,TSS200;TSS200,,,,,12:110840468-110842574,Promoter_Associated,,,,chr12:110841021-110841548,S_Shore
cg19760941,0.068791828,-0.863216126,-0.093576157,-2.239368704,0.026458838,0.994999996,1,chr2,24367888,+,LOC375190,NM_001145710,Body,low-CpG:24221068-24221470,,,,,,,,,,OpenSea
cg13575925,0.050687892,-0.746508692,-0.076879908,-2.236679186,0.02646371,0.994999996,1,chr12,9217583,-,LOC144571,NR_026971,TSS200,,,,12:9108211-9108970,12:9216521-9217888,Unclassified,TRUE,,,chr12:9217328-9217715,Island
cg03942922,0.123986967,-1.006963352,-0.127931887,-2.236648551,0.02646575,0.994999996,1,chr6,41064480,+,NFYA;NFYA,NM_021705;NM_002505,Body;Body,,,,,,,,,,chr6:41068475-41069343,N_Shelf
cg11117460,0.055148739,0.895393463,0.080592855,2.236598066,0.026469113,0.994999996,1,chr11,67982542,+,,,,,,,11:67739054-67739312,11:67982239-67982900,Unclassified_Cell_type_specific,,,,chr11:67980011-67982068,S_Shore
cg26365784,0.140989619,-0.992855901,-0.137593622,-2.236483511,0.026476743,0.994999996,1,chr10,134540246,-,INPP5A,NM_005539,Body,,,,10:134389808-134390288,,,,,,chr10:134539817-134540026,S_Shore
cg04881472,0.036143242,0.632350578,0.069480415,2.236434045,0.026480039,0.994999996,1,chr11,1973601,+,MRPL23,NM_021134,Body,,,,11:1929984-1930414,11:1973527-1973769,Unclassified_Cell_type_specific,,,,chr11:1974039-1974333,N_Shore
cg07679492,0.149684062,0.572458083,0.141639214,2.236360217,0.026484958,0.994999996,1,chr16,85233194,-,,,,,,,16:83790643-83790696,,,,,,,OpenSea
cg24864984,0.079216083,0.643033587,0.097802435,2.236314886,0.026487979,0.994999996,1,chr3,71128840,-,FOXP1,NM_032682,Body,,,TRUE,,,,,,,,OpenSea
cg15848493,0.087938441,0.491573567,0.106439646,2.23631049,0.026488272,0.994999996,1,chr13,113465004,-,ATP11A;ATP11A,NM_015205;NM_032189,Body;Body,,,,13:112513005-112513055,,,,,rs75824011,chr13:113464191-113464413,S_Shore
cg26247295,0.18310304,1.000023905,0.157911264,2.243272111,0.02649545,0.994999996,1,chr4,3528253,+,LRPAP1,NM_002337,Body,,,,4:3498046-3498172,,,,,rs73082912,chr4:3526628-3526866,S_Shore
cg24008219,0.12356064,0.601801578,0.124789966,2.23616032,0.026498281,0.994999996,1,chr15,89973121,-,,,,,,,,15:89973036-89974939,Promoter_Associated,,,,chr15:89974055-89974263,N_Shore
cg15213114,0.051667451,-0.385033048,-0.081945921,-2.236134047,0.026500033,0.994999996,1,chr10,74927623,-,ECD;ECD;ECD;FAM149B1;ECD;ECD;ECD;ECD,NM_001135753;NM_001135753;NR_024203;NM_173348;NM_001135752;NM_007265;NM_007265;NM_001135752,1stExon;5'UTR;Body;TSS1500;5'UTR;5'UTR;1stExon;1stExon,,,,,10:74927155-74928690,Promoter_Associated,,,,chr10:74927642-74928063,N_Shore
cg20905621,0.066175518,0.64476115,0.092703076,2.236128744,0.026500386,0.994999996,1,chr10,31892751,+,,,,,DMR,,10:31932030-31932776,10:31891832-31893042,Unclassified,,rs76390236,,chr10:31892189-31892752,Island
cg15562706,0.131646827,0.849383925,0.129179401,2.237290849,0.026501526,0.994999996,1,chr1,94883581,-,ABCD3;ABCD3,NM_001122674;NM_002858,TSS1500;TSS1500,,,,1:94656057-94657405,1:94883052-94885028,Promoter_Associated,,,,chr1:94883525-94884402,Island
cg14320195,0.09313242,-0.825131807,-0.10538307,-2.236086603,0.026503196,0.994999996,1,chr9,117501329,+,,,,,,TRUE,,9:117500795-117501797,Unclassified,TRUE,,,,OpenSea
cg23940614,0.060843944,-0.662958473,-0.088579632,-2.236081699,0.026503523,0.994999996,1,chr15,84115479,+,SH3GL3;SH3GL3,NM_003027;NR_026799,TSS1500;TSS1500,,CDMR,,15:81906437-81906534,15:84115217-84115866,Unclassified_Cell_type_specific,,rs923968,,chr15:84115762-84116921,N_Shore
cg18404041,0.088778674,0.567916318,0.107844615,2.23608047,0.026503605,0.994999996,1,chr3,52824283,-,ITIH1;ITIH1;ITIH1;ITIH1,NM_001166435;NM_001166434;NM_001166436;NM_002215,Body;Body;Body;Body,,,,,3:52824266-52824428,Unclassified_Cell_type_specific,,,,,OpenSea
cg14701072,0.119060685,0.348014274,0.122399663,2.236063508,0.026504736,0.994999996,1,chr22,41075428,-,MCHR1;MCHR1,NM_005297;NM_005297,5'UTR;1stExon,,,TRUE,,,,,,,,OpenSea
cg24048338,0.046427211,-0.318091021,-0.07697542,-2.235953321,0.026512084,0.994999996,1,chr8,43046482,+,HGSNAT,NM_152419,Body,,,TRUE,,8:43045968-43046498,Unclassified_Cell_type_specific,TRUE,,,,OpenSea
cg21211480,0.293350583,0.819198238,0.193915627,2.235926961,0.026513842,0.994999996,1,chr17,41363774,-,TMEM106A,NM_145041,TSS200,,,,17:38719236-38719789,17:41363351-41364480,Promoter_Associated,TRUE,,,chr17:41363727-41364273,Island
cg08919597,0.253533913,-0.765172271,-0.176353232,-2.235970166,0.02651476,0.994999996,1,chr6,138194824,+,TNFAIP3,NM_006290,Body,,,TRUE,,,,,,,,OpenSea
cg05467183,0.023951341,-0.541778693,-0.055745796,-2.23588916,0.026516364,0.994999996,1,chr5,150080687,+,RBM22,NM_018047,TSS200,,,,5:150060290-150060959,5:150079698-150081278,Unclassified,TRUE,rs59793048,,chr5:150080131-150080703,Island
cg20299236,0.034488921,-0.877539021,-0.063916149,-2.235878226,0.026517093,0.994999996,1,chr22,32870557,-,FBXO7;FBXO7,NM_012179;NM_001033024,TSS200;TSS1500,,,,22:31200551-31201439,22:32869285-32871235,Promoter_Associated,,,,chr22:32870550-32871364,Island
cg13263483,0.041430902,-0.74280458,-0.073063664,-2.235853042,0.026518773,0.994999996,1,chr1,35247084,+,GJB3;GJB3;GJB3,NM_024009;NM_001005752;NM_024009,1stExon;TSS1500;5'UTR,,,,1:35019480-35020116,1:35246807-35247906,Unclassified_Cell_type_specific,,,,chr1:35246876-35247599,Island
cg22461324,0.073429439,0.519207029,0.096270711,2.235827042,0.026520508,0.994999996,1,chr7,155252944,-,EN2,NM_001427,Body,,,TRUE,7:154945701-154945774,,,,,,chr7:155246390-155251955,S_Shore
cg01609099,0.187919115,0.553709947,0.156810954,2.235786151,0.026523236,0.994999996,1,chr5,141389201,-,GNPDA1,NM_005471,Body,,,,,,,,,,chr5:141392360-141392587,N_Shelf
cg12550412,0.15447996,0.973384924,0.138554583,2.235781848,0.026523523,0.994999996,1,chr1,227730308,-,,,,,,,1:225796163-225797205,1:227729377-227731054,Unclassified,,,,chr1:227729515-227730492,Island
cg03537872,0.03282972,0.664248493,0.063510444,2.235755965,0.02652525,0.994999996,1,chr12,109459024,+,SVOP,NM_018711,TSS200,,,,,,,,,,,OpenSea
cg00082954,0.184256439,-0.828508683,-0.154993904,-2.235752178,0.026525503,0.994999996,1,chr6,136878319,-,MAP3K5,NM_005923,3'UTR,,,,,,,,,,,OpenSea
cg21245287,0.116047891,0.722407001,0.121410979,2.235743133,0.026526106,0.994999996,1,chr2,231276538,-,,,,,,,2:230984558-230984783,2:231275785-231277112,Promoter_Associated,,,,,OpenSea
cg17457440,0.226332277,0.398341829,0.172067049,2.235695374,0.026529293,0.994999996,1,chr11,64086001,+,PRDX5;PRDX5;TRMT112;PRDX5,NM_012094;NM_181652;NM_016404;NM_181651,Body;Body;TSS1500;Body,,,,11:63841923-63842604,,,,,,chr11:64084646-64086057,Island
cg26833667,0.285547665,0.66217866,0.216836784,2.264029255,0.02653123,0.994999996,1,chr4,15005466,+,CPEB2;CPEB2,NM_182485;NM_182646,TSS200;TSS200,high-CpG:14614462-14614831,,,4:14612235-14615641,4:15005279-15005492,Promoter_Associated,,,,chr4:15003059-15006761,Island
cg16573240,0.131721508,0.853320748,0.129689015,2.235654024,0.026532053,0.994999996,1,chr18,77641640,-,KCNG2,NM_012283,Body,,,,,,,,,,chr18:77642685-77643330,N_Shore
cg09841488,0.158585826,-0.642606564,-0.143144252,-2.235596237,0.02653591,0.994999996,1,chr4,175750527,-,GLRA3;GLRA3,NM_006529;NM_001042543,TSS200;TSS200,,,TRUE,4:175986855-175987336,,,TRUE,,,chr4:175750330-175750584,Island
cg21086156,0.232802353,0.755911008,0.167269372,2.235594266,0.026536041,0.994999996,1,chr19,54694904,-,MBOAT7;MBOAT7;MBOAT7;MBOAT7;TSEN34;TSEN34,NM_024298;NM_001146056;NM_001146082;NM_001146083;NM_001077446;NM_024075,TSS1500;TSS1500;TSS1500;TSS1500;TSS200;5'UTR,,,,19:59384692-59387309,19:54694578-54695202,Promoter_Associated,,,,chr19:54693034-54695497,Island
cg20683223,0.057277604,-0.537937837,-0.085884882,-2.235550184,0.026538984,0.994999996,1,chr3,183893065,+,AP2M1;AP2M1,NM_004068;NM_001025205,5'UTR;5'UTR,,,,3:185375150-185375837,3:183891839-183893311,Promoter_Associated,,rs34016801,,chr3:183892455-183893184,Island
cg10805667,0.101782672,-0.341127518,-0.110943652,-2.236744161,0.026547851,0.994999996,1,chr11,71814220,+,LRTOMT;LRTOMT;C11orf59;LRTOMT,NM_001145308;NM_001145309;NM_017907;NM_001145310,Body;Body;Body;Body,,,,11:71491630-71492382,11:71813546-71814910,Promoter_Associated,,,,chr11:71814203-71814529,Island
cg27583169,0.015746907,-0.903831945,-0.046186483,-2.235393265,0.026549461,0.994999996,1,chr3,63898515,+,ATXN7;ATXN7,NM_000333;NM_001128149,Body;Body,,,,3:63872392-63874197,3:63897652-63898529,Promoter_Associated,,,,chr3:63898485-63898774,Island
cg06314969,0.057057974,0.090737453,0.083375651,2.235379696,0.026550367,0.994999996,1,chr15,31357535,-,MIR211;TRPM1,NR_029624;NM_002420,TSS200;Body,,,,,,,,,,,OpenSea
cg18070079,0.070505396,0.211233099,-0.089889042,-2.236369841,0.026553512,0.994999996,1,chr14,24605782,-,PSME1;PSME1,NM_006263;NM_176783,Body;Body,,,,,14:24604820-24605872,Promoter_Associated,,,,chr14:24605082-24605760,S_Shore
cg02558684,0.105633415,-0.802697145,-0.117932994,-2.235283969,0.02655676,0.994999996,1,chr9,96936826,+,MIRLET7A1,NR_029476,TSS1500,,,,,,,,,,,OpenSea
cg25828872,0.119025819,-0.4615206,-0.124915358,-2.235278262,0.026557141,0.994999996,1,chr2,179058612,-,OSBPL6,NM_032523,TSS1500,,,,2:178766706-178768390,,,,,,chr2:179058611-179060144,Island
cg23439966,0.47690822,-0.814686656,-0.250226447,-2.235256075,0.026558623,0.994999996,1,chr3,27674472,+,,,,high-CpG:27649342-27650063,,,3:27649214-27649690,3:27673727-27675099,Promoter_Associated_Cell_type_specific,,,,chr3:27674209-27674639,Island
cg17887427,0.052079366,-1.206936797,-0.083339977,-2.240944062,0.026560752,0.994999996,1,chr22,19166691,-,SLC25A1,NM_005984,TSS1500,,,,22:17545101-17546816,22:19166243-19167757,Promoter_Associated,,rs762528,,chr22:19165061-19166816,Island
cg18704869,0.052830082,0.347837738,0.082922312,2.235194715,0.026562722,0.994999996,1,chr14,104561390,+,ASPG,NM_001080464,Body,,,,14:103630896-103631439,14:104560277-104561948,Unclassified,,,,,OpenSea
cg26059219,0.036217411,-0.714644464,-0.067896551,-2.235180331,0.026563683,0.994999996,1,chr3,4508837,+,SUMF1;SUMF1;SUMF1,NM_001164674;NM_182760;NM_001164675,1stExon;1stExon;1stExon,,,,3:4483609-4483964,3:4508107-4509338,Promoter_Associated,,rs79985808,,chr3:4508608-4508964,Island
cg00953066,0.35323712,-1.114926452,-0.21204166,-2.237212325,0.026566951,0.994999996,1,chr12,6579892,+,VAMP1;VAMP1;VAMP1,NM_016830;NM_199245;NM_014231,TSS200;TSS200;TSS200,,,,12:6449817-6450690,12:6579024-6580607,Promoter_Associated,,,,chr12:6579555-6580429,Island
cg18516035,0.033332267,0.80171386,0.065168878,2.235121492,0.026567615,0.994999996,1,chr6,32975107,+,HLA-DOA,NM_002119,Body,,,,,,,,,,chr6:32975684-32975926,N_Shore
cg16019898,0.372697492,-0.556443084,-0.217075182,-2.23511374,0.026568132,0.994999996,1,chr5,140700602,-,TAF7,NM_005642,TSS1500,,,,5:140680760-140680833,5:140699328-140700860,Promoter_Associated,TRUE,,,chr5:140699898-140700495,S_Shore
cg02346057,0.057109193,-1.03266347,-0.086594869,-2.238329925,0.026571753,0.994999996,1,chr16,2479628,-,CCNF,NM_001761,Body,,,,16:2418688-2419988,16:2479051-2479858,Promoter_Associated,,,,chr16:2478686-2479968,Island
cg02362970,0.335999733,-0.573469453,-0.207004168,-2.234948958,0.026579145,0.994999996,1,chr6,136871947,-,MAP7,NM_003980,TSS200,,,,6:136912520-136913838,6:136870385-136872548,Unclassified,TRUE,,,chr6:136870826-136872145,Island
cg23217865,0.061384254,-0.887129352,-0.087016941,-2.234925347,0.026580723,0.994999996,1,chr11,117376295,-,DSCAML1,NM_020693,Body,,,,11:116881409-116881579,,,,,,,OpenSea
cg05889932,0.22743562,0.693575317,0.154214941,2.234902272,0.026582266,0.994999996,1,chr4,113558587,-,LARP7;C4orf21;LARP7,NM_016648;NM_018392;NM_015454,5'UTR;TSS1500;TSS200,,,,4:113777482-113778168,4:113557889-113559105,Unclassified,TRUE,,,chr4:113558032-113558681,Island
cg00124175,0.056332224,0.637047513,0.086309953,2.234886122,0.026583345,0.994999996,1,chr20,17950611,+,SNX5;C20orf72;SNX5,NM_152227;NM_052865;NM_014426,TSS1500;Body;TSS1500,,,,,20:17950485-17950735,Unclassified,,,rs41276408,chr20:17948755-17949921,S_Shore
cg21550504,0.034942313,0.771815747,0.065849068,2.234862768,0.026584907,0.994999996,1,chr17,78800321,+,RPTOR;RPTOR,NM_001163034;NM_020761,Body;Body,,,TRUE,17:76414757-76414970,,,,,,chr17:78798780-78799160,S_Shore
cg21415450,0.065650401,-0.775863254,-0.092090319,-2.234858729,0.026585177,0.994999996,1,chr8,41170468,+,,,,,CDMR,,,,,,rs7014871,,chr8:41165852-41167140,S_Shelf
cg16720944,0.034423105,0.48284785,0.065856544,2.234813696,0.026588188,0.994999996,1,chr16,89105062,-,,,,,,,16:87632532-87632597,,,,,,chr16:89108886-89109130,N_Shelf
cg21111256,1.772158791,-0.972762601,-0.524033198,-2.234807316,0.026588614,0.994999996,1,chr19,41386507,-,CYP2A7;CYP2A7,NM_030589;NM_000764,Body;Body,,,,19:46078117-46078367,,,TRUE,,,chr19:41386276-41386589,Island
cg19289767,0.227334098,0.925630552,0.171267707,2.234805121,0.026588761,0.994999996,1,chr4,25314290,-,ZCCHC4,NM_024936,TSS200,,,,4:24923329-24923801,4:25313778-25314978,Promoter_Associated,TRUE,,,chr4:25314217-25314558,Island
cg10131465,0.065267475,-0.910397177,-0.091567999,-2.235609873,0.026589416,0.994999996,1,chr11,61156286,-,,,,,,,,,,,,,chr11:61159836-61160285,N_Shelf
cg25910519,0.172505737,-1.101475401,-0.146752715,-2.234763255,0.02659156,0.994999996,1,chr7,157389729,+,PTPRN2;PTPRN2;PTPRN2,NM_002847;NM_130842;NM_130843,Body;Body;Body,,,,7:157082404-157082491,,,,,,chr7:157387053-157387322,S_Shelf
cg11858416,0.143293967,0.422413899,0.137410968,2.234751582,0.026592341,0.994999996,1,chr22,29279592,-,ZNRF3,NM_032173,TSS1500,high-CpG:27609464-27609695,,,22:27608930-27611013,,,,,,chr22:29279412-29280287,Island
cg04426779,0.042220908,0.735400216,0.074008538,2.234748125,0.026592572,0.994999996,1,chr2,906313,+,C2orf90,NM_001013662,TSS1500,,,,,,,,rs74697007,,,OpenSea
cg01119912,0.062451726,-0.59578912,-0.090221037,-2.234656407,0.026598706,0.994999996,1,chr5,150911450,-,FAT2,NM_001447,Body,,,,5:150891346-150891666,,,,,,chr5:150911152-150911501,Island
